addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,building
,11,28805,,Calle Ceuta,industrial
Alcalá de Henares,10,28805,,Calle Ceuta,yes
Alcalá de Henares,9,28805,,Calle Ceuta,yes
Alcalá de Henares,8,28805,,Calle Ceuta,yes
Alcalá de Henares,7,28805,,Calle Ceuta,industrial
Alcalá de Henares,6,28805,,Calle Ceuta,yes
Alcalá de Henares,5,28805,,Calle Ceuta,yes
Alcalá de Henares,4,28805,,Calle Ceuta,school
Alcalá de Henares,3,28805,,Calle Ceuta,industrial
Alcalá de Henares,2,28805,,Calle Ceuta,yes
,2,,,Calle Jamaica,yes
Alcala de Henares,6,28806,,Calle Jamaica,industrial
,9,28806,,Calle Haití,industrial
,11,,,Calle Haití,industrial
,7,28806,,Calle Haití,industrial
,8,28806,,Calle Haití,industrial
Alcalá de Henares,18,28804,,Calle Mallorca,terrace
,2,,,Calle del General Vives,terrace
,8,,,Calle del General Vives,terrace
,12,,,Calle del General Vives,terrace
,16,,,Calle del General Vives,terrace
,20,,,Calle del General Vives,terrace
,24,,,Calle del General Vives,terrace
,28,,,Calle del General Vives,terrace
,32,,,Calle del General Vives,terrace
,2,,,Calle de Benito Loygorri,terrace
,6,,,Calle de Benito Loygorri,terrace
,12,,,Calle de Benito Loygorri,terrace
,20,,,Calle de Benito Loygorri,terrace
,3,28805,,Calle Ramón Franco,residential
,5,28805,,Calle Ramón Franco,residential
,7,28805,,Calle Ramón Franco,residential
,82,,,Calle Aviación Española,semidetached_house
,84,28805,,Calle Aviación Española,semidetached_house
,1,,,Calle de la Aviación Española,terrace
,5,,,Calle de la Aviación Española,terrace
,9,,,Calle de la Aviación Española,terrace
,13,,,Calle de la Aviación Española,terrace
,17,,,Calle de la Aviación Española,terrace
,21,,,Calle de la Aviación Española,terrace
,25,,,Calle de la Aviación Española,terrace
,29,,,Calle de la Aviación Española,terrace
,33,,,Calle de la Aviación Española,terrace
,37,,,Calle de la Aviación Española,terrace
,41,,,Calle de la Aviación Española,terrace
,45,,,Calle de la Aviación Española,terrace
,49,,,Calle de la Aviación Española,terrace
,57,,,Calle de la Aviación Española,terrace
Alcalá de Henares,,28804,,Avenida Virgen del Val,roof
,138,,,Vía Complutense,yes
,,28805,,Camino de los Santos,public
,6,,,Avenida de los Reyes Magos,apartments
,1,,,Calle Ladera del Chorrillo,apartments
,1B,,,Calle Ladera del Chorrillo,apartments
,13,,,Calle Ladera del Chorrillo,apartments
Alcalá de Henares,5,28806,,Avenida de Miguel de Unamuno,yes
,2,,,Calle Corpa,terrace
,4,,,Calle Corpa,terrace
,1,,,Calle Corpa,terrace
,3,,,Calle Corpa,terrace
,15B,,,Calle Villaconejos,industrial
,1,28805,,Calle Dirigible España,semidetached_house
,3,28805,,Calle Dirigible España,semidetached_house
,13,28805,,Calle Dirigible España,semidetached_house
,,,,Avenida de los Reyes Católicos,
Alcalá de Henares,7,28802,,Calle de Suecia,yes
,7,28805,,Urbanización Santos Niños,detached
,8,28805,,Urbanización Santos Niños,detached
,9,28805,,Urbanización Santos Niños,detached
,10,28805,,Urbanización Santos Niños,detached
,11,,,Urbanización Santos Niños,detached
,12,28805,,Urbanización Santos Niños,detached
,10,28806,,Cuesta Teatinos,
,2,28804,,Calle de Juliana Merino,residential
,3,28804,,Calle Manuel Merino,residential
,7,28804,,Calle Manuel Merino,yes
,6,28804,,Calle de Juliana Merino,yes
,9,28804,,Calle Manuel Merino,yes
,10,28804,,Calle de Juliana Merino,residential
,16,28804,,Calle de Juliana Merino,yes
,18,28804,,Calle de Juliana Merino,yes
,21,28804,,Calle Manuel Merino,yes
,38,28806,,Calle Gilitos,semidetached_house
,42,28806,,Calle Gilitos,semidetached_house
,44,28806,,Calle Gilitos,semidetached_house
,46,28806,,Calle Gilitos,semidetached_house
,48,28806,,Calle Gilitos,semidetached_house
,120,28805,,Vía Complutense,residential
,100,28805,,Vía Complutense,yes
,106,28805,,Vía Complutense,industrial
,,,,Vía Complutense,yes
,80,28805,,Vía Complutense,house
,82,28805,,Vía Complutense,house
,78,28805,,Vía Complutense,yes
,84,28805,,Vía Complutense,yes
,86,28805,,Vía Complutense,house
,88,28805,,Vía Complutense,house
,90,28805,,Vía Complutense,yes
,112,28805,,Vía Complutense,yes
,21,28806,,Calle Perales de Tajuña,terrace
,24,28806,,Calle Morata de Tajuña,terrace
,19,28806,,Calle Perales de Tajuña,terrace
,11,28806,,Cuesta Teatinos,terrace
,16,28806,,Calle Morata de Tajuña,terrace
,1,28806,,Cuesta Teatinos,terrace
,3,28806,,Cuesta Teatinos,terrace
,9,28806,,Cuesta Teatinos,terrace
,7,28806,,Cuesta Teatinos,terrace
Alcalá de Henares,5,28806,,Cuesta Teatinos,terrace
,18,28806,,Calle Morata de Tajuña,terrace
,22,28806,,Calle Morata de Tajuña,terrace
,20,28806,,Calle Morata de Tajuña,terrace
,11,,,Calle de Santo Tomás de Aquino,residential
,17,,,Calle de Santo Tomás de Aquino,residential
,19,,,Calle de Santo Tomás de Aquino,residential
,21,,,Calle de Santo Tomás de Aquino,residential
,23,,,Calle de Santo Tomás de Aquino,residential
,25,,,Calle de Santo Tomás de Aquino,residential
,27,,,Calle de Santo Tomás de Aquino,residential
,29,,,Calle de Santo Tomás de Aquino,residential
,31,,,Calle de Santo Tomás de Aquino,residential
,33,,,Calle de Santo Tomás de Aquino,residential
,35,,,Calle de Santo Tomás de Aquino,residential
,39,,,Calle de Santo Tomás de Aquino,residential
,41,,,Calle de Santo Tomás de Aquino,residential
,43,,,Calle de Santo Tomás de Aquino,residential
,45,,,Calle de Santo Tomás de Aquino,residential
,47,,,Calle de Santo Tomás de Aquino,residential
,53,,,Calle de Santo Tomás de Aquino,residential
,55,,,Calle de Santo Tomás de Aquino,residential
,57,,,Calle de Santo Tomás de Aquino,residential
,59,,,Calle de Santo Tomás de Aquino,residential
,61,,,Calle de Santo Tomás de Aquino,residential
,7,,,Calle de Santo Tomás de Aquino,residential
,9,,,Calle de Santo Tomás de Aquino,residential
,,,,Calle de Don Juan Tenorio,yes
Alcalá de Henares,140,,,Vía Complutense,yes
Alcalá de Henares,144,,,Vía Complutense,industrial
,,,,Calle de José Ortega y Gasset,residential
,,28805,,Calle de José Ortega y Gasset,residential
,11,,,Avenida de los Reyes Magos,apartments
,11,,,Calle Jamaica,yes
,13,,,Calle Jamaica,yes
,15,,,Calle Jamaica,yes
,10,28806,,Calle Haití,yes
,8,28806,,Calle Jamaica,yes
,12,28806,,Calle Jamaica,yes
,2A 1,28804,,Calle de León,house
,2A 2,28804,,Calle de León,house
,2A 3,28804,,Calle de León,house
,2A 4,28804,,Calle de León,house
,1,28804,,Calle de León,yes
,,,,Avenida de Madrid,yes
Alcalá de Henares,,28804,,Calle Santander,yes
Alcalá de Henares,,28804,,Avenida Lope de Figueroa,terrace
,,28804,,Avenida Lope de Figueroa,terrace
,,,,Avenida Lope de Figueroa,terrace
,,28804,,Avenida Lope de Figueroa,terrace
,,28804,,Avenida Lope de Figueroa,terrace
,,28804,,Avenida Lope de Figueroa,terrace
,10,28804,,Calle Ronda,terrace
,21,28804,,Calle Andújar,terrace
,1,28805,,Urbanización Santos Niños,detached
,2,28805,,Urbanización Santos Niños,detached
,3,28805,,Urbanización Santos Niños,detached
,4,28805,,Urbanización Santos Niños,detached
,5,28805,,Urbanización Santos Niños,detached
,6,28805,,Urbanización Santos Niños,detached
,73,28805,,Calle Aviación Española,semidetached_house
,75,28805,,Calle Aviación Española,semidetached_house
,77,28805,,Calle Aviación Española,semidetached_house
,2,28804,,Calle Cáceres,detached
,6,28804,,Calle Cáceres,detached
,5,28804,,Calle Cáceres,detached
,8,28804,,Calle Cáceres,detached
,4,28804,,Calle Cáceres,detached
Alcalá de Henares,1,28806,,Avenida Juan Carlos I,yes
Alcalá de Henares,1,28806,,Avenida Juan Carlos I,yes
Alcalá de Henares,1,28806,,Avenida Juan Carlos I,yes
Alcalá de Henares,1,28806,,Avenida Juan Carlos I,yes
Alcalá de Henares,10,28801,,Calle Mayor,house
,24,28801,,Calle Mayor,house
"Alcalá de Henares, Madrid",2,28801,,Calle del Arquitecto Pedro Gumiel,chapel
,2,28804,,Calle Zamora,yes
,9,28804,,Calle Cáceres,detached
,7,28804,,Calle Cáceres,detached
,6,28804,,Calle Badajoz,detached
,8,28804,,Calle Badajoz,detached
,5,28804,,Calle Badajoz,detached
,15,28804,,Calle Cáceres,detached
,17,28804,,Calle Cáceres,detached
,19,28804,,Calle Cáceres,detached
,3,28804,,Calle Badajoz,detached
,1,28804,,Calle Badajoz,detached
Alcalá de Henares,244,28805,,Calle Aviación Española,house
Alcalá de Henares,3,28806,,Calle Emilia Pardo Bazán,yes
,76B,28805,,Calle Senda Perdida,semidetached_house
,,28804,,Calle de Ávila,residential
Alcalá de Henares,,28804,,Calle Cuenca,
,1,28804,,Calle Zamora,yes
,20,28804,,Calle Zamora,house
,1,28804,,Calle Oviedo,semidetached_house
,13,28804,,Calle Oviedo,semidetached_house
,15,28804,,Calle Oviedo,semidetached_house
,2,28804,,Calle Logroño,semidetached_house
,8,28804,,Calle Logroño,semidetached_house
,10,28804,,Calle Logroño,semidetached_house
,16,28804,,Calle Logroño,semidetached_house
,7,28804,,Calle Logroño,terrace
,15,28804,,Calle Logroño,terrace
,2,28804,,Calle Gerona,detached
,17,28804,,Calle Gerona,detached
,7,28804,,Calle Badajoz,detached
,21,28804,,Calle Cáceres,detached
,4,28804,,Calle Badajoz,detached
,2,28804,,Calle Cuenca,yes
,,28805,,Calle General Herrera,terrace
,9,28805,,Calle General Herrera,terrace
,132,28805,,Calle General Herrera,terrace
,134,28805,,Calle General Herrera,terrace
,136,28805,,Calle General Herrera,terrace
,21,28805,,Calle General Herrera,semidetached_house
,,28805,,Calle General Herrera,terrace
,4,28804,,Calle Cuenca,yes
,36,28804,,Calle Cáceres,detached
,20A,28804,,Calle Cáceres,detached
,24,28804,,Calle Cáceres,detached
,26A,28804,,Calle Cáceres,terrace
,28,28804,,Calle Cáceres,detached
,30,28804,,Calle Cáceres,yes
,6,28804,,Calle de Ávila,detached
,2,28804,,Calle Badajoz,detached
,18,28804,,Calle Cáceres,detached
,16,28804,,Calle Cáceres,detached
,10,28804,,Calle Cáceres,detached
,14B,28804,,Calle Cáceres,detached
,12,28804,,Calle Cáceres,detached
,22,28804,,Calle Cáceres,detached
,1,28804,,Calle Cáceres,terrace
,15,28804,,Calle de León,yes
,11,28804,,Calle de León,detached
,11,28804,,Calle Cáceres,detached
,14,28804,,Calle Cáceres,detached
,26B,28804,,Calle Cáceres,detached
,2,28804,,Calle de León,semidetached_house
,4,28804,,Calle de León,semidetached_house
,6,28804,,Calle de León,semidetached_house
,8,28804,,Calle de León,semidetached_house
,10,28804,,Calle de León,semidetached_house
,12,28804,,Calle de León,semidetached_house
,14,28804,,Calle de León,semidetached_house
,16,28804,,Calle de León,semidetached_house
,18,28804,,Calle de León,semidetached_house
,20,28804,,Calle de León,semidetached_house
,34,28804,,Calle Cáceres,detached
Meco,,28880,,Calle Ferrocarril,
Meco,,28880,,Calle Ferrocarril,
,,,,Calle de Alfred Nobel,
Alcalá de Henares,,,,M-100,
,,,,Calle de Federico García Lorca,yes
,12,,,Avenida de Daganzo,yes
,,,,Carretera de Ajalvir (Pg 32C Parcela 26A),yes
,,28804,,Calle Zaragoza,
,8,28804,,Calle de Ávila,detached
,12,28804,,Calle de Ávila,house
,,,,Calle de Ávila,yes
,,,,Calle Cuenca,commercial
,49,28806,,Calle Camilo José Cela,terrace
,24,28802,,Calle de la Era Honda,residential
,2,28804,,Calle Tarragona,yes
,21,28804,,Calle Murcia,industrial
,22,28804,,Calle Murcia,industrial
,23,28804,,Calle Murcia,industrial
,24,28804,,Calle Murcia,industrial
,25,28804,,Calle Murcia,industrial
,26,28804,,Calle Murcia,industrial
,33,28804,,Calle Murcia,industrial
,34,28804,,Calle Murcia,industrial
,4,,,Calle Rafael Sanz de Diego,terrace
,6,,,Calle Rafael Sanz de Diego,terrace
,8,,,Calle Rafael Sanz de Diego,terrace
,12,,,Calle Rafael Sanz de Diego,terrace
,16,,,Calle Rafael Sanz de Diego,terrace
,20,,,Calle Rafael Sanz de Diego,terrace
,22,,,Calle Rafael Sanz de Diego,terrace
,26,,,Calle Rafael Sanz de Diego,terrace
,48,28805,,Calle Camino de la Esgaravita,terrace
,42,,,Calle Camino de la Esgaravita,terrace
,40,,,Calle Camino de la Esgaravita,terrace
,25,,,Calle Rafael Sanz de Diego,terrace
,23,,,Calle Camino de la Esgaravita,terrace
,21,,,Calle Camino de la Esgaravita,terrace
,19,,,Calle Rafael Sanz de Diego,terrace
,15,,,Calle Rafael Sanz de Diego,terrace
,13,,,Calle Rafael Sanz de Diego,terrace
,9,,,Calle Rafael Sanz de Diego,terrace
,7,,,Calle Rafael Sanz de Diego,terrace
,5,,,Calle Rafael Sanz de Diego,terrace
,3,,,Calle Rafael Sanz de Diego,terrace
,1,28804,,Calle Murcia,industrial
Alcalá de Henares,,,,Calle Ávila,industrial
,2,28804,,Calle Murcia,industrial
,3,28804,,Calle Murcia,industrial
,4,28804,,Calle Murcia,industrial
,5,28804,,Calle Murcia,industrial
,6,28804,,Calle Murcia,industrial
,7,28804,,Calle Murcia,industrial
,8,28804,,Calle Murcia,industrial
,9,28804,,Calle Murcia,industrial
,10,28804,,Calle Murcia,industrial
,11,28804,,Calle Murcia,industrial
,12,28804,,Calle Murcia,industrial
,13,28804,,Calle Murcia,industrial
,14,28804,,Calle Murcia,garage
,15,28804,,Calle Murcia,industrial
,16,28804,,Calle Murcia,industrial
,17,28804,,Calle Murcia,industrial
Alcalá de Henares,48A,28804,,Calle de Vitoria,terrace
,48B,28804,,Calle de Vitoria,terrace
,50,,,Calle de Vitoria,terrace
Alcalá de Henares,50A,28804,,Calle de Vitoria,terrace
Alcalá de Henares,50B,28804,,Calle de Vitoria,terrace
,1,28805,,Calle Vicente Lunardi,house
,3,28805,,Calle Vicente Lunardi,house
,2,28805,,Calle Vicente Lunardi,house
,4,28805,,Calle Vicente Lunardi,house
,6,28805,,Calle Vicente Lunardi,house
,8,28805,,Calle Vicente Lunardi,house
,10,28805,,Calle Vicente Lunardi,house
,9,28805,,Calle Vicente Lunardi,house
,11,28805,,Calle Vicente Lunardi,house
Alcalá de Henares,4,28804,,Calle Santander,residential
Alcalá de Henares,,28804,,Calle de Pamplona,
Alcalá de Henares,12,28804,,Calle Santander,yes
,2,,,Calle Varsovia,yes
,4,,,Calle Varsovia,yes
,6,,,Calle Varsovia,yes
,8,,,Calle Varsovia,yes
Alcalá de Henares,3,28804,,Avenida de Castilla,residential
Alcalá de Henares,3A,28804,,Avenida de Castilla,yes
Alcalá de Henares,8,28804,,Calle Santander,residential
Alcalá de Henares,19,28804,,Calle Segovia,residential
Alcalá de Henares,37,28804,,Avenida Lope de Figueroa,commercial
Alcalá de Henares,3,28804,,Calle de Sigüenza,residential
Alcalá de Henares,9,28804,,Calle de Sigüenza,residential
Alcalá de Henares,,28804,,Avenida Virgen del Val,
Alcalá de Henares,,28804,,Calle Salamanca,yes
,2,28802,,Calle de Noruega,industrial
,4,28802,,Calle de Noruega,industrial
,6,28802,,Calle de Noruega,industrial
,8,28802,,Calle de Noruega,industrial
,10,28802,,Calle de Noruega,industrial
,12,28802,,Calle de Noruega,industrial
,14,28802,,Calle de Noruega,industrial
,16,28802,,Calle de Noruega,industrial
,18,28802,,Calle de Noruega,industrial
,20,28802,,Calle de Noruega,industrial
,22,28802,,Calle de Noruega,industrial
,24,28802,,Calle de Noruega,industrial
,26,28802,,Calle de Noruega,industrial
,28,28802,,Calle de Noruega,industrial
,30,28802,,Calle de Noruega,industrial
,29,28802,,Calle de Finlandia,industrial
,27,28802,,Calle de Finlandia,industrial
,25,28802,,Calle de Finlandia,industrial
,23,28802,,Calle de Finlandia,industrial
,21,28802,,Calle de Finlandia,industrial
,19,28802,,Calle de Finlandia,industrial
,17,28802,,Calle de Finlandia,industrial
,15,28802,,Calle de Finlandia,industrial
,13,28802,,Calle de Finlandia,industrial
,11,28802,,Calle de Finlandia,industrial
,9,28802,,Calle de Finlandia,industrial
,7,28802,,Calle de Finlandia,industrial
,5,28802,,Calle de Finlandia,industrial
,3,28802,,Calle de Finlandia,industrial
,1,28802,,Calle de Finlandia,industrial
,14,28802,,Calle de Suecia,industrial
,16,28802,,Calle de Suecia,industrial
,18,28802,,Calle de Suecia,industrial
,20,28802,,Calle de Suecia,industrial
,3,28802,,Calle de Noruega,industrial
Alcalá de Henares,5,28802,,Calle de Noruega,industrial
,7,28802,,Calle de Noruega,industrial
,9,28802,,Calle de Noruega,industrial
,11,28802,,Calle de Noruega,industrial
,13,28802,,Calle de Noruega,industrial
,15,28802,,Calle de Noruega,industrial
,17,28802,,Calle de Noruega,industrial
,19,28802,,Calle de Noruega,industrial
,21,28802,,Calle de Noruega,industrial
Alcalá de Henares,23,28802,,Calle de Noruega,yes
Alcalá de Henares,25,28802,,Calle de Noruega,yes
,11,28805,,Calle Luis de Madrona,yes
,,28805,,Calle Heliodoro Castro,
,,28804,,Avenida Lope de Figueroa,yes
,16D,28804,,Calle Mallorca,yes
,38,28804,,Calle de Vitoria,detached
Alcalá de Henares,,28802,,Camino de las Callejuelas,yes
,28,28802,,Calle de Finlandia,yes
,27,28802,,Calle de Suiza,industrial
,25,28802,,Calle de Suiza,yes
,26,28802,,Calle de Finlandia,yes
,24,28802,,Calle de Finlandia,yes
,23,28802,,Calle de Suiza,yes
,21,28802,,Calle de Suiza,yes
,22,28802,,Calle de Finlandia,industrial
,20,28802,,Calle de Finlandia,yes
,19,28802,,Calle de Suiza,yes
,17,28802,,Calle de Suiza,yes
,18,28802,,Calle de Finlandia,yes
,16,28802,,Calle de Finlandia,yes
,15,28802,,Calle de Suiza,yes
,13,28802,,Calle de Suiza,yes
,14,28802,,Calle de Finlandia,yes
,12,28802,,Calle de Finlandia,yes
,11,28802,,Calle de Suiza,yes
,9,28802,,Calle de Suiza,yes
,10,28802,,Calle de Finlandia,yes
,8,28802,,Calle de Finlandia,yes
,7,28802,,Calle de Suiza,yes
,5,28802,,Calle de Suiza,yes
,6,28802,,Calle de Finlandia,yes
,4,28802,,Calle de Finlandia,yes
,3,28802,,Calle de Suiza,yes
,1,28802,,Calle de Suiza,yes
,2,28802,,Calle de Finlandia,yes
,28,28802,,Calle de Suiza,industrial
,26,28802,,Calle de Suiza,yes
,24,28802,,Calle de Suiza,yes
,22,28802,,Calle de Suiza,yes
,20,28802,,Calle de Suiza,yes
,18,28802,,Calle de Suiza,yes
,16,28802,,Calle de Suiza,yes
,14,28802,,Calle de Suiza,yes
,12,28802,,Calle de Suiza,yes
,10,28802,,Calle de Suiza,yes
,8,28802,,Calle de Suiza,yes
,6,28802,,Calle de Suiza,yes
,4,28802,,Calle de Suiza,yes
,2,28802,,Calle de Suiza,yes
,2,28802,,Calle de Suecia,yes
Alcalá de Henares,4,28802,,Calle de Suecia,yes
,6,28802,,Calle de Suecia,yes
Alcalá de Henares,"8, 10",28802,,Calle de Suecia,yes
,12,28802,,Calle de Suecia,yes
,36,28802,,Avenida de Madrid,
Alcalá de Henares,36,28802,,Avenida de Madrid,
,,28804,,Calle de Felipe II,
Alcalá de Henares,16,28802,,Calle de Polonia,industrial
Alcalá de Henares,14,28802,,Calle de Polonia,industrial
Alcalá de Henares,10,28802,,Calle de Polonia,industrial
Alcalá de Henares,12,28802,,Calle de Polonia,industrial
Alcalá de Henares,6,28802,,Calle de Polonia,industrial
Alcalá de Henares,8,28802,,Calle de Polonia,industrial
Alcalá de Henares,4,28802,,Calle de Polonia,industrial
Alcalá de Henares,4,28802,,Calle de Polonia,industrial
Alcalá de Henares,,28806,,Carretera M-300 Km 26.9,yes
,1,28806,,Calle de Rumanía,yes
,40,28803,,Ronda de la Pescadería,yes
,45,28803,,Calle de Portilla,yes
,1,,,Calle Jamaica,industrial
,17,,,Calle Jamaica,industrial
Alcala de Henares,5,28806,,Calle Haití,industrial
,1,28806,,Calle Haití,industrial
,2,28806,,Calle Haití,industrial
,2A,28806,,Calle Haití,industrial
,2B,28806,,Calle Haití,industrial
Alcala de Henares,4,28806,,Calle Jamaica,industrial
,10,28806,,Calle Jamaica,industrial
,1,,,Calle Nicolás Guillén,apartments
,,28805,,Calle Luis de Madrona,yes
,18,28805,,Calle Luis de Madrona,yes
,,28805,,Calle Luis de Madrona,yes
,8,28805,,Calle Luis de Madrona,yes
,4,28805,,Calle Luis de Madrona,yes
Alcalá de Henares,117,28805,,Vía Complutense,
,312,28805,,Calle de Chinchón,industrial
,311,28805,,Calle de Chinchón,industrial
,308,28805,,Calle de Chinchón,industrial
,307,28805,,Calle de Chinchón,industrial
,306,28805,,Calle de Chinchón,yes
Alcalá de Henares,305,28805,,Calle de Chinchón,
,304,28805,,Calle de Chinchón,yes
,303,28805,,Calle de Chinchón,industrial
,302,28805,,Calle de Chinchón,industrial
,301,28805,,Calle de Chinchón,industrial
,210,28805,,Calle de El Escorial,industrial
,209,28805,,Calle de El Escorial,industrial
,206,28805,,Calle de El Escorial,yes
,205,28805,,Calle de El Escorial,industrial
,204,28805,,Calle de El Escorial,yes
,203,28805,,Calle de El Escorial,industrial
,202,28805,,Calle de El Escorial,industrial
,201,28805,,Calle de El Escorial,industrial
,101B,,,Vía Complutense,industrial
,101,28805,,Vía Complutense,industrial
,507,28805,,Calle de Aranjuez,industrial
,506,28805,,Calle de Aranjuez,yes
,406,28805,,Calle de Chinchón,industrial
,405,28805,,Calle de Chinchón,industrial
,501,28805,,Calle de Aranjuez,industrial
,401,28805,,Calle de El Escorial,industrial
,402,28805,,Calle de Chinchón,industrial
,403,28805,,Calle de Chinchón,yes
,404,28805,,Calle de Chinchón,industrial
,512,28805,,Calle de Aranjuez,yes
,412,28805,,Calle de Chinchón,industrial
,411,28805,,Calle de Chinchón,industrial
,511,28805,,Calle de Aranjuez,yes
,510,28805,,Calle de Aranjuez,industrial
,410,28805,,Calle de Chinchón,industrial
,409,28805,,Calle de Chinchón,industrial
,408,28805,,Calle de Chinchón,yes
,407,28805,,Calle de Chinchón,yes
,413,28805,,Calle de Chinchón,industrial
,513,28805,,Calle de Aranjuez,yes
,514,28805,,Calle de Aranjuez,yes
,414,28805,,Calle de Chinchón,yes
,117A,28805,,Vía Complutense,yes
,,28805,,Calle de Aranjuez,yes
,601,28805,,Calle de Aranjuez,yes
,602,28805,,Calle de Aranjuez,industrial
,603,28805,,Calle de Aranjuez,yes
,604,28805,,Calle de Aranjuez,yes
,607,28805,,Calle de Aranjuez,yes
,608,28805,,Calle de Aranjuez,yes
,609,28805,,Calle de Aranjuez,industrial
,610,28805,,Calle de Aranjuez,industrial
,611,28805,,Calle de Aranjuez,industrial
,612,28805,,Calle de Aranjuez,yes
,613,28805,,Calle de Aranjuez,industrial
,101,28805,,Calle de El Escorial,industrial
,102,28805,,Calle de El Escorial,industrial
,104,28805,,Calle de El Escorial,yes
,103,28805,,Calle de El Escorial,industrial
,105,28805,,Calle de El Escorial,industrial
,106,28805,,Calle de El Escorial,yes
,107,28805,,Calle de El Escorial,industrial
,108,28805,,Calle de El Escorial,industrial
,109,28805,,Calle de El Escorial,industrial
,110,28805,,Calle de El Escorial,industrial
,111,28805,,Calle de El Escorial,yes
,,28805,,Camino de los Santos,
,,28805,,Vía Complutense,yes
Alcalá de Henares,1,28805,,Avenida Punto Com,yes
Alcalá de Henares,2D,28805,,Calle Punto Net,yes
,,28805,,Calle Punto Net,
Alcalá de Henares,3,28805,,Calle Punto Net,industrial
Alcalá de Henares,5,28805,,Calle Punto Net,yes
Alcalá de Henares,10,28805,,Avenida Punto ES,industrial
,12,28805,,Calle Punto Net,residential
,,28805,,Calle Punto Net,
,,28805,,Calle Punto Mobi,
Alcalá de Henares,6,28805,,Calle Punto Mobi,yes
Alcalá de Henares,4,28805,,Calle Punto Mobi,yes
Alcalá de Henares,1,28805,,Calle Punto Mobi,yes
Alcalá de Henares,4,28805,,Calle Arroba,yes
Alcalá de Henares,8,28805,,Calle Punto Mobi,yes
,,28805,,Calle Punto Mobi,
Alcalá de Henares,5,28805,,Calle Punto Mobi,yes
,,28805,,Calle Punto Net,
Alcalá de Henares,2C,28805,,Calle Punto Net,yes
Alcalá de Henares,2B,28805,,Calle Punto Net,yes
Alcalá de Henares,2A,28805,,Calle Punto Net,yes
,26,28804,,Calle Cáceres,terrace
,2,28804,,Avenida Don Juan de Austria,commercial
,2,28804,,Avenida Don Juan de Austria,yes
,4,28804,,Calle Batalla de Lepanto,residential
,,,,Calle San Sebastián,
,21,28804,,Paseo de la Alameda,residential
,9,28804,,Avenida Lope de Figueroa,residential
,3,28804,,Avenida Lope de Figueroa,residential
,15,28804,,Avenida Lope de Figueroa,residential
,6,28804,,Calle de Santa Mónica,residential
,21,28804,,Avenida Lope de Figueroa,residential
,23,28804,,Avenida Lope de Figueroa,residential
,10,28804,,Calle de Santa Mónica,residential
Alcalá de Henares,2,28805,,Avenida Punto Com,yes
Alcalá de Henares,52,28805,,Calle Milán,yes
Alcalá de Henares,38,28805,,Calle Milán,industrial
Alcalá de Henares,39,28805,,Calle Milán,industrial
Alcalá de Henares,40,28805,,Calle Milán,yes
Alcalá de Henares,41,28805,,Calle Milán,industrial
Alcalá de Henares,42,28805,,Calle Milán,industrial
Alcalá de Henares,43,28805,,Calle Milán,industrial
Alcalá de Henares,44,28805,,Calle Milán,industrial
Alcalá de Henares,45,28805,,Calle Milán,industrial
Alcalá de Henares,46,28805,,Calle Milán,industrial
Alcalá de Henares,47,28805,,Calle Milán,industrial
Alcalá de Henares,48,28805,,Calle Milán,industrial
Alcalá de Henares,49,28805,,Calle Milán,industrial
Alcalá de Henares,50,28805,,Calle Milán,industrial
Alcalá de Henares,50,28805,,Calle Milán,industrial
Alcalá de Henares,1,28805,,Calle Milán,industrial
Alcalá de Henares,2,28805,,Calle Milán,industrial
Alcalá de Henares,5,28805,,Calle Milán,industrial
Alcalá de Henares,6,28805,,Calle Milán,yes
Alcalá de Henares,3,28805,,Calle Milán,industrial
Alcalá de Henares,8,28805,,Calle Marsella,industrial
Alcalá de Henares,9,28805,,Calle Marsella,yes
Alcalá de Henares,10,28805,,Calle Marsella,industrial
Alcalá de Henares,12,28805,,Calle Marsella,industrial
Alcalá de Henares,13,28805,,Calle Marsella,industrial
Alcalá de Henares,14,28805,,Calle Marsella,industrial
Alcalá de Henares,15,28805,,Calle Marsella,industrial
Alcalá de Henares,16,28805,,Calle Marsella,industrial
Alcalá de Henares,19,28805,,Calle Marsella,yes
Alcalá de Henares,26,28805,,Calle Milán,yes
Alcalá de Henares,21,28805,,Calle Marsella,industrial
Alcalá de Henares,20,28805,,Calle Marsella,industrial
Alcalá de Henares,27,28805,,Calle Milán,industrial
Alcalá de Henares,21,28805,,Calle Marsella,industrial
Alcalá de Henares,22,28805,,Calle Marsella,industrial
Alcalá de Henares,28,28805,,Calle Milán,industrial
Alcalá de Henares,29,28805,,Calle Milán,industrial
Alcalá de Henares,23,28805,,Calle Marsella,industrial
Alcalá de Henares,24,28805,,Calle Marsella,industrial
Alcalá de Henares,25,28805,,Calle Marsella,yes
Alcalá de Henares,30,28805,,Calle Milán,industrial
Alcalá de Henares,31,28805,,Calle Milán,industrial
Alcalá de Henares,32,28805,,Calle Milán,industrial
Alcalá de Henares,33,28805,,Calle Bruselas,industrial
Alcalá de Henares,34,28805,,Calle Bruselas,industrial
Alcalá de Henares,36,28805,,Calle Bruselas,industrial
Alcalá de Henares,35,28805,,Calle Bruselas,industrial
,,,,Calle Bruselas,industrial
,1,28804,,Calle Menorca,terrace
,85,28805,,Vía Complutense,
,83,28805,,Vía Complutense,
,111,28805,,Vía Complutense,yes
